id,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,city
944130011875982256,373447682,78744,30.144613774956323,-97.72156865012607,Entire Home/Apt,95.0,7,18,1.52,1,61,Austin
944156894640610027,13392053,78703,30.29880979299673,-97.78029667144268,Private Room,117.0,1,3,0.13,1,364,Austin
944195529411134199,8243517,78702,30.26722238531784,-97.7167066162426,Entire Home/Apt,90.0,3,20,0.78,3,163,Austin
944287425329736218,62284526,78704,30.225390296613803,-97.76293620009936,Entire Home/Apt,112.0,2,89,3.78,3,332,Austin
944822388627180674,256882822,78737,30.2222,-98.0065,Entire Home/Apt,96.0,2,87,3.39,15,219,Austin
944825108905517040,2959174,78748,30.18132,-97.8009,Entire Home/Apt,98.0,20,18,0.71,1,54,Austin
944845844797113255,256882822,78737,30.22192,-98.00685,Entire Home/Apt,484.0,2,54,2.11,15,219,Austin
944852740509703597,276920863,78705,30.29492,-97.73998,Entire Home/Apt,39.0,2,37,1.55,30,105,Austin
944877691632474911,118565935,78704,30.24370862092518,-97.76086493023487,Entire Home/Apt,445.0,1,12,0.48,51,329,Austin
944906265566751368,285295166,78751,30.318070976218056,-97.7311811579864,Entire Home/Apt,320.0,1,17,0.8,17,292,Austin
944997442801467792,393596868,78749,30.207670435300823,-97.83661826433588,Entire Home/Apt,122.0,2,127,4.89,1,35,Austin
945558801615215221,497990558,78719,30.1583028,-97.6923534,Entire Home/Apt,98.0,2,22,1.17,2,159,Austin
946305944578941038,26478860,78733,30.34411,-97.85958,Entire Home/Apt,116.0,2,75,3.33,1,242,Austin
947212669703405088,7270902,78741,30.234685429443434,-97.70217813142592,Entire Home/Apt,64.0,1,77,3.02,17,222,Austin
947783939862452810,42610539,78751,30.302121692297906,-97.71685649736068,Entire Home/Apt,173.0,2,9,0.38,3,237,Austin
947821734307142721,486232518,78758,30.38001325931613,-97.71207081549854,Entire Home/Apt,70.0,30,2,0.1,7,362,Austin
947882268649489960,341861648,78741,30.24362908914849,-97.73243344214436,Entire Home/Apt,64.0,30,4,0.28,15,364,Austin
947917333022430377,529079926,78745,30.21547130142102,-97.79248369743992,Entire Home/Apt,317.0,1,52,2.03,1,177,Austin
947945247165173388,35817561,78741,30.22579,-97.70638,Entire Home/Apt,80.0,1,70,2.72,60,340,Austin
948100349598297355,178065877,78704,30.24138,-97.74892,Entire Home/Apt,277.0,2,36,1.46,24,326,Austin
948110367013568677,178065877,78704,30.24135956355749,-97.75100494519025,Entire Home/Apt,227.0,2,29,1.15,24,285,Austin
948116820220969536,178065877,78704,30.24179,-97.75001,Entire Home/Apt,192.0,2,36,1.48,24,343,Austin
948637542982698787,179601180,78751,30.30141,-97.71959,Entire Home/Apt,180.0,3,19,0.82,1,47,Austin
948784858454864250,7270902,78721,30.27346,-97.68654,Entire Home/Apt,83.0,1,75,2.92,17,224,Austin
948847856504707540,48210463,78701,30.257608782012092,-97.7392740656717,Entire Home/Apt,129.0,1,13,3.98,1,67,Austin
949071952369378793,442931499,78724,30.25945,-97.58364,Entire Home/Apt,173.0,2,14,0.6,1,337,Austin
949272800275008626,260987344,78747,30.131311311550867,-97.79064212605223,Entire Home/Apt,466.0,2,0,0.0,1,365,Austin
949305294902606277,479385430,78741,30.22949,-97.73895,Entire Home/Apt,99.0,30,7,0.29,2,175,Austin
949603719841462121,428191531,78739,30.19954597310477,-97.9184920350413,Private Room,83.0,1,4,0.17,1,88,Austin
949933495136419342,7688662,78737,30.21248,-97.99186,Entire Home/Apt,207.0,2,20,0.79,1,215,Austin
950067656786826757,303351290,78741,30.23963,-97.69096,Entire Home/Apt,81.0,1,156,6.11,8,339,Austin
950309476505622795,526513497,78723,30.2923457603905,-97.66829573491204,Entire Home/Apt,126.0,1,6,0.23,1,264,Austin
950328572891612529,524960982,78719,30.12674,-97.68377,Entire Home/Apt,63.0,30,11,0.45,4,83,Austin
950648658026890555,529856723,78757,30.33915793528863,-97.72666563225404,Entire Home/Apt,162.0,1,27,1.09,1,334,Austin
950698238128190216,24328993,78703,30.27521,-97.75638,Entire Home/Apt,101.0,2,60,2.42,6,66,Austin
950950391086389130,213056496,78727,30.4244463,-97.6954069,Private Room,45.0,1,91,3.79,1,361,Austin
951492510350164188,9475947,78702,30.2543869,-97.7294704,Entire Home/Apt,154.0,2,5,0.21,2,5,Austin
951534634877337251,66481721,78727,30.41922747351597,-97.69434009966476,Entire Home/Apt,68.0,29,3,0.22,3,134,Austin
951565225013807986,430280900,78724,30.291694168747757,-97.64646728510232,Private Room,25.0,30,2,0.08,3,230,Austin
951639085484720168,41972960,78745,30.20700287293664,-97.786032637084,Entire Home/Apt,122.0,3,50,1.98,1,227,Austin
951718097261923757,141705,78757,30.36378377840393,-97.7261850481154,Entire Home/Apt,42.0,1,17,2.17,2,120,Austin
952139812670773518,29822229,78702,30.25148812592684,-97.72534436501238,Entire Home/Apt,212.0,3,9,0.35,2,31,Austin
952207404339593790,6431351,78722,30.28246904236749,-97.72136738517898,Entire Home/Apt,94.0,1,184,7.19,5,216,Austin
952233434868118729,170633892,78701,30.27009,-97.74916,Entire Home/Apt,747.0,3,3,0.12,1,365,Austin
952389685751962537,16000520,78704,30.2415,-97.76324,Private Room,90.0,1,97,3.83,1,81,Austin
952831627807153062,71125104,78734,30.3593108,-97.9512627,Entire Home/Apt,371.0,2,50,2.02,6,331,Austin
952864123860907130,499230572,78702,30.25685,-97.71657,Entire Home/Apt,159.0,1,94,3.73,1,176,Austin
952953770494689792,449300014,78705,30.291388571804628,-97.72496582500747,Entire Home/Apt,68.0,30,12,0.51,12,223,Austin
952982541156155649,386381014,78701,30.269554160491342,-97.73583210124556,Private Room,240.0,1,182,7.32,2,163,Austin
953006859008671713,509750525,78748,30.17369,-97.82481,Entire Home/Apt,90.0,5,3,0.26,1,247,Austin
953031442799564169,11697746,78701,30.255702732002117,-97.74003430343242,Entire Home/Apt,101.0,3,48,1.95,23,336,Austin
953151281148022785,58265889,78702,30.27445,-97.71824,Entire Home/Apt,305.0,3,70,2.74,1,62,Austin
953706177722379179,512324279,78702,30.26598,-97.70451,Entire Home/Apt,249.0,1,47,1.86,6,349,Austin
953790421313134013,19117831,78741,30.21836949293615,-97.7385662011112,Entire Home/Apt,92.0,5,28,1.12,3,41,Austin
953843790329551804,58516293,78758,30.400823445147545,-97.70221846163982,Entire Home/Apt,133.0,2,105,4.48,1,346,Austin
953896858496188833,37733880,78758,30.35755817561531,-97.71443589716444,Entire Home/Apt,70.0,1,174,7.73,1,48,Austin
954323894674447673,530882223,78744,30.195319,-97.753278,Entire Home/Apt,192.0,2,115,4.76,1,239,Austin
954398309066666442,71369077,78722,30.2881113,-97.7188635,Entire Home/Apt,209.0,2,90,3.62,2,76,Austin
954488042588913314,513605657,78747,30.15863,-97.73986,Private Room,78.0,2,8,0.32,2,357,Austin
954615003229605260,513605657,78747,30.16029,-97.74115,Private Room,72.0,2,13,0.51,2,356,Austin
954942863450302846,262097297,78734,30.37999,-97.9382,Entire Home/Apt,169.0,1,165,6.65,2,250,Austin
954993925516867599,100327304,78733,30.331103203674328,-97.87972637596673,Entire Home/Apt,158.0,2,30,1.2,2,154,Austin
955016309930550005,447606169,78702,30.27237,-97.72795,Entire Home/Apt,152.0,1,41,1.62,40,348,Austin
955131720739440036,87096526,78702,30.27652,-97.70333,Entire Home/Apt,98.0,3,2,0.11,2,165,Austin
955207549844634091,21266166,78727,30.424454158712063,-97.69227309086612,Entire Home/Apt,104.0,30,8,0.32,1,328,Austin
955243158076898349,66481721,78758,30.41574,-97.69928,Private Room,54.0,29,1,0.04,3,255,Austin
955382365490193361,71532135,78758,30.39551,-97.70345,Entire Home/Apt,60.0,30,17,0.71,3,265,Austin
955796786117485465,293556347,78702,30.2555017,-97.7339151,Entire Home/Apt,112.0,1,83,3.3,21,355,Austin
955817149418023574,251180254,78704,30.24334,-97.75317,Entire Home/Apt,104.0,30,11,0.43,15,350,Austin
955833527387385803,8836905,78746,30.27784,-97.78282,Entire Home/Apt,428.0,2,31,1.31,1,27,Austin
956421573166823765,462092343,78705,30.28492,-97.74884,Entire Home/Apt,82.0,2,40,1.59,20,262,Austin
956491400036502953,1554241,78717,30.4920904,-97.7712137,Private Room,56.0,7,0,0.0,6,364,Austin
956492053749406686,1554241,78717,30.4920612,-97.7712557,Private Room,54.0,7,3,0.15,6,269,Austin
956492062838375044,1554241,78717,30.4920612,-97.7712557,Private Room,57.0,7,0,0.0,6,364,Austin
956493568741278535,1554241,78717,30.49113353154572,-97.77091333090937,Private Room,57.0,7,2,0.09,6,269,Austin
957391846288821714,100327304,78733,30.33121,-97.88019,Entire Home/Apt,106.0,2,31,1.23,2,118,Austin
957426899007241573,5419096,78721,30.25803,-97.68778,Private Room,61.0,2,16,0.63,1,79,Austin
957463050069566313,124070217,78702,30.25382478059221,-97.71879304200412,Entire Home/Apt,218.0,2,46,1.89,1,243,Austin
957508244068112585,49518142,78745,30.21265907450184,-97.77664681211992,Private Room,52.0,1,53,2.11,4,105,Austin
957684965761870940,346815538,78730,30.358035825398964,-97.79587989113372,Entire Home/Apt,450.0,1,0,0.0,1,269,Austin
957905914334322967,201127651,78704,30.24306285242293,-97.76054417214748,Entire Home/Apt,323.0,2,6,0.25,4,365,Austin
957984671526230346,30225950,78701,30.25753,-97.73837,Entire Home/Apt,183.0,2,0,0.0,37,359,Austin
958043076383586484,42428940,78717,30.49028169999999,-97.7527262,Entire Home/Apt,185.0,30,3,0.16,2,165,Austin
958183359204499117,1523587,78704,30.24807,-97.77973,Entire Home/Apt,473.0,3,51,2.12,8,358,Austin
958205544348936215,450520789,78705,30.29262552320765,-97.73406794359786,Entire Home/Apt,82.0,2,38,1.53,16,354,Austin
958213391901441713,450520789,78705,30.29375643193108,-97.73639204653612,Entire Home/Apt,87.0,2,27,1.07,16,352,Austin
958215803194503543,450520789,78705,30.29398,-97.73551,Entire Home/Apt,109.0,2,21,0.88,16,359,Austin
958217482868685830,450520789,78705,30.29248,-97.73607,Entire Home/Apt,82.0,2,33,1.39,16,355,Austin
958463106237551765,19692549,78704,30.2497616,-97.7824107,Entire Home/Apt,178.0,2,51,2.01,5,153,Austin
958631736398028017,501049108,78758,30.38127357680379,-97.71084025607458,Private Room,42.0,29,3,0.23,8,365,Austin
958651068436909067,32079858,78705,30.29486,-97.73153,Entire Home/Apt,657.0,2,27,1.14,13,31,Austin
958680236374407322,530065082,78745,30.19773,-97.81963,Entire Home/Apt,156.0,2,46,1.88,1,288,Austin
958728807076004716,501049108,78758,30.38092,-97.71084,Private Room,38.0,29,2,0.58,8,284,Austin
958756696050905068,70555486,78732,30.4164,-97.89058,Entire Home/Apt,222.0,1,35,1.41,1,262,Austin
958897347726645034,16675705,78703,30.2839329,-97.7623413,Entire Home/Apt,72.0,30,14,0.56,3,198,Austin
959000959439263300,532115586,78758,30.36525,-97.70902,Entire Home/Apt,504.0,3,63,2.56,1,297,Austin
959026844338914855,6430170,78752,30.327052122766528,-97.70211244861896,Entire Home/Apt,131.0,28,1,0.11,2,255,Austin
959328438288766178,11545483,78723,30.31777,-97.68793,Entire Home/Apt,143.0,3,20,0.86,1,41,Austin
959351716013756209,420720,78749,30.205373477605026,-97.85479521616357,Entire Home/Apt,246.0,2,98,4.05,1,304,Austin
959424328304977195,201127651,78734,30.42055,-97.94568,Entire Home/Apt,1255.0,3,0,0.0,4,365,Austin
959550596975632815,272200328,78744,30.14175,-97.71499,Entire Home/Apt,550.0,3,3,0.13,1,267,Austin
959570371514568005,95139463,78701,30.275642682009483,-97.74660274615206,Private Room,83.0,30,3,0.14,11,62,Austin
959781915024429962,239911908,78705,30.2898678,-97.7510184,Entire Home/Apt,131.0,30,11,0.46,1,270,Austin
960068052896146415,10591403,78741,30.240729193975017,-97.71229190746328,Entire Home/Apt,266.0,1,4,0.18,2,4,Austin
960120756381955147,303351290,78752,30.33238,-97.70038,Entire Home/Apt,1500.0,1,4,0.16,8,358,Austin
960157020347567311,144886483,78704,30.259734183870265,-97.77381388470926,Entire Home/Apt,158.0,2,13,0.52,1,232,Austin
960159031814159328,532419985,78757,30.34291,-97.72914,Entire Home/Apt,387.0,1,11,0.44,1,96,Austin
960266654113052148,39191637,78727,30.42742482472921,-97.750068492346,Entire Home/Apt,130.0,2,47,1.93,30,324,Austin
960864265762672844,532588274,78723,30.28907184658941,-97.67485004265248,Entire Home/Apt,283.0,1,82,3.31,1,188,Austin
960917517817610262,118565935,78704,30.2436,-97.77449,Entire Home/Apt,254.0,1,1,0.06,51,353,Austin
961017093481893157,36651757,78745,30.200083211448987,-97.83268985472904,Private Room,71.0,1,16,0.79,1,257,Austin
961500280334368729,42610539,78751,30.29982,-97.71832,Entire Home/Apt,96.0,2,8,0.32,3,232,Austin
961547685039669752,383961895,78757,30.369377760295567,-97.7311468555884,Entire Home/Apt,84.0,2,30,1.27,1,365,Austin
961725595449789394,30350552,78745,30.198797193431727,-97.79924587121208,Entire Home/Apt,103.0,14,8,0.46,1,221,Austin
962200498139760784,64364828,78758,30.3874029,-97.6976109,Entire Home/Apt,105.0,1,46,1.84,3,180,Austin
962301539764360743,7556262,78704,30.245900087707582,-97.74139534682035,Entire Home/Apt,143.0,1,74,3.16,3,321,Austin
962420161785449470,59928725,78752,30.339198957158825,-97.71479983862304,Entire Home/Apt,179.0,2,50,2.13,1,341,Austin
962449859889994741,32079858,78704,30.2524208,-97.7685676,Entire Home/Apt,1022.0,2,6,0.37,13,210,Austin
962477061169480016,426421028,78754,30.361572371139243,-97.66371635143668,Private Room,36.0,4,12,0.51,3,289,Austin
962489421923671159,374088787,78729,30.45677,-97.78655,Entire Home/Apt,217.0,1,7,0.29,2,338,Austin
962534603271030489,87608692,78744,30.1927903,-97.7414793,Entire Home/Apt,81.0,28,19,0.81,2,325,Austin
963096894228517317,30787515,78701,30.270680279803905,-97.74818987313004,Entire Home/Apt,190.0,2,2,0.08,15,4,Austin
963104661055674314,30787515,78701,30.27090708052701,-97.74810886807455,Entire Home/Apt,203.0,2,1,0.04,15,17,Austin
963113991810326616,30787515,78701,30.2723276934728,-97.74663626992032,Entire Home/Apt,240.0,2,1,0.04,15,11,Austin
963122899190127956,30787515,78701,30.27181801406056,-97.74827828357463,Entire Home/Apt,250.0,2,2,0.08,15,11,Austin
963128867674676699,71135698,78704,30.240001348017373,-97.75699284335836,Entire Home/Apt,401.0,2,50,2.09,7,326,Austin
963129043367658525,30787515,78701,30.27065150626419,-97.74642975215632,Entire Home/Apt,309.0,2,2,0.09,15,11,Austin
963217785379491056,55406972,78758,30.3880129,-97.6986657,Entire Home/Apt,102.0,2,36,1.44,2,353,Austin
963309506170273231,533184769,78741,30.22772,-97.72532,Entire Home/Apt,89.0,1,68,2.77,2,83,Austin
963312503288633021,71532135,78758,30.39579,-97.70408,Entire Home/Apt,81.0,30,9,0.38,3,248,Austin
963375069866518665,118551426,78723,30.30385,-97.68684,Private Room,108.0,2,38,1.62,1,240,Austin
963646003031605226,274552333,78741,30.234210347458443,-97.72566958644974,Entire Home/Apt,65.0,1,31,1.3,46,355,Austin
963646041651938715,274552333,78741,30.2339782520566,-97.72360306513164,Entire Home/Apt,91.0,1,66,2.66,46,352,Austin
963646049132216271,274552333,78741,30.23361,-97.72535,Entire Home/Apt,64.0,1,17,0.72,46,353,Austin
963665387165366181,274552333,78741,30.23554,-97.72448,Entire Home/Apt,67.0,1,38,1.51,46,326,Austin
963685965673959202,39662652,78702,30.25725,-97.72031,Entire Home/Apt,85.0,1,29,1.25,11,128,Austin
963725862626373596,15667089,78704,30.2447965,-97.7532044,Entire Home/Apt,429.0,2,41,1.71,1,66,Austin
963767269992853852,533303454,78721,30.275258259063303,-97.68715425572378,Entire Home/Apt,172.0,1,116,4.65,2,358,Austin
963785411111256572,114490744,78753,30.34301,-97.68825,Entire Home/Apt,107.0,30,8,0.39,1,313,Austin
963800957152156333,15782486,78745,30.2249651566744,-97.80782639292016,Entire Home/Apt,584.0,1,57,2.47,22,287,Austin
963937615997919665,434308464,78734,30.40803,-97.91721,Entire Home/Apt,421.0,1,10,0.45,34,338,Austin
964527417703778567,7205577,78723,30.2912296,-97.6929259,Entire Home/Apt,96.0,30,10,0.42,1,199,Austin
964810506500269958,476732130,78704,30.24439671224405,-97.78202281840774,Entire Home/Apt,92.0,1,43,1.85,3,139,Austin
965117579878413075,533640020,78723,30.2876865,-97.67371,Private Room,104.0,1,0,0.0,1,365,Austin
965348820234356843,152072502,78705,30.295726716370226,-97.73877792466024,Entire Home/Apt,350.0,2,2,0.09,1,165,Austin
966161917795439770,1878253,78737,30.20538,-97.93563,Entire Home/Apt,82.0,2,72,2.92,1,207,Austin
966231642881386465,1821244,78704,30.25062471088739,-97.74960444120596,Entire Home/Apt,659.0,2,58,3.53,1,241,Austin
966574358333517779,533983428,78759,30.38993540199648,-97.76388829832354,Entire Home/Apt,145.0,30,0,0.0,1,263,Austin
967013167923069234,74850626,78741,30.2228,-97.70555,Entire Home/Apt,114.0,21,4,0.17,1,267,Austin
967468605103161056,102910881,78754,30.37267,-97.65072,Private Room,33.0,3,42,1.69,3,81,Austin
968074140247140360,463376242,78704,30.24624177994405,-97.75310121571808,Entire Home/Apt,241.0,2,39,1.67,5,308,Austin
968077804190861888,159355723,78704,30.2447488,-97.7409667,Entire Home/Apt,203.0,1,0,0.0,7,351,Austin
968115058383066476,530973456,78729,30.45548,-97.77862,Entire Home/Apt,124.0,3,31,1.35,1,108,Austin
968243460291763755,534388950,78723,30.31804,-97.69465,Entire Home/Apt,115.0,1,124,4.98,12,325,Austin
968365367836074597,534417496,78723,30.290377980113718,-97.70099671278358,Entire Home/Apt,160.0,2,76,3.11,1,144,Austin
968781887097748151,534510940,78701,30.26776557463381,-97.74215319794446,Private Room,450.0,1,2,0.09,2,265,Austin
968914351329465376,497990558,78719,30.15739,-97.69323,Entire Home/Apt,72.0,2,36,1.52,2,143,Austin
968946615059552255,39215647,78704,30.237727720799157,-97.75675317124752,Entire Home/Apt,915.0,1,2,0.08,3,24,Austin
968954719185770874,15497353,78702,30.28043654976347,-97.71672252604314,Entire Home/Apt,92.0,1,43,1.83,1,235,Austin
968973313739035352,534510940,78701,30.267253353445287,-97.7419640863386,Private Room,900.0,1,0,0.0,2,269,Austin
969040275703008216,137867581,78745,30.2086928,-97.8012146,Entire Home/Apt,205.0,2,118,4.94,2,260,Austin
969090225060567467,534388950,78723,30.31784,-97.68264,Entire Home/Apt,125.0,1,101,4.07,12,330,Austin
969489998611694972,450520789,78705,30.29218,-97.736,Entire Home/Apt,81.0,2,27,1.09,16,341,Austin
969539358099573274,8167447,78751,30.32088,-97.7256,Shared Room,18.0,30,5,0.21,91,224,Austin
969620881612705223,24516340,78702,30.2564984,-97.7004962,Entire Home/Apt,155.0,3,26,1.11,18,353,Austin
969648777707686868,293556347,78702,30.2653398317556,-97.71513907845564,Entire Home/Apt,239.0,1,67,2.8,21,359,Austin
970182056991435402,534388950,78723,30.31730733895947,-97.68715551979852,Entire Home/Apt,113.0,1,170,6.85,12,321,Austin
970245578056608042,233536423,78746,30.261627847209628,-97.80680485972309,Private Room,100.0,2,0,0.0,1,297,Austin
970421758819524327,61462987,78744,30.1434729,-97.718906,Entire Home/Apt,1170.0,2,2,0.11,1,269,Austin
970969410138394673,6304279,78722,30.28286350925391,-97.72208820839349,Entire Home/Apt,148.0,2,137,5.52,2,27,Austin
971193939990716376,126645558,78728,30.443609390427746,-97.68476756821993,Entire Home/Apt,132.0,2,2,0.11,1,132,Austin
971224650359009880,292849645,78723,30.301832027357257,-97.68911011106552,Private Room,101.0,4,6,0.25,5,79,Austin
971232060396361110,292849645,78723,30.29985,-97.68961,Private Room,90.0,4,9,0.37,5,78,Austin
971245309005079576,3285263,78731,30.37337,-97.77218,Private Room,45.0,7,15,0.66,1,23,Austin
971320758133542972,12580318,78745,30.205992579827104,-97.76392275564132,Private Room,77.0,1,7,0.38,1,86,Austin
971659837287184393,534388950,78723,30.31874416159233,-97.68900651934874,Entire Home/Apt,120.0,1,172,6.97,12,331,Austin
971724191491792870,3284827,78703,30.280080501920686,-97.7613263059948,Entire Home/Apt,235.0,30,0,0.0,1,294,Austin
971775456705098904,30787515,78701,30.27053,-97.74809,Entire Home/Apt,335.0,2,2,0.08,15,11,Austin
971783414371051865,30787515,78701,30.272662173597947,-97.74820266382442,Entire Home/Apt,406.0,2,1,0.04,15,13,Austin
971787766005647701,30787515,78701,30.272731180840545,-97.74624105360554,Entire Home/Apt,310.0,2,2,0.09,15,13,Austin
972449752834996892,534831452,78757,30.3362,-97.72641,Entire Home/Apt,158.0,2,0,0.0,1,265,Austin
972546871233251583,475548860,78749,30.2322976,-97.8514937,Private Room,300.0,1,0,0.0,1,269,Austin
972659930381772029,535369242,78744,30.154981414653587,-97.7128015049814,Entire Home/Apt,175.0,2,12,0.52,1,24,Austin
973129053732943834,33248658,78735,30.24982,-97.82914,Entire Home/Apt,109.0,30,26,1.09,1,272,Austin
973130833043282544,478009344,78751,30.3081175,-97.7266449,Entire Home/Apt,126.0,1,87,3.89,19,131,Austin
973144356396159558,3029407,78753,30.40516153610624,-97.67828135025306,Entire Home/Apt,176.0,30,0,0.0,1,140,Austin
973194453143661918,534388950,78723,30.31725566527439,-97.69063224235384,Entire Home/Apt,120.0,1,149,6.06,12,314,Austin
973289551456243799,3704911,78701,30.2564815,-97.7388538,Entire Home/Apt,433.0,1,28,4.64,1,311,Austin
973309796607799449,535521679,78758,30.381961888900616,-97.70186568560932,Entire Home/Apt,72.0,3,5,0.21,1,261,Austin
973861068087887577,535646876,78723,30.3082992,-97.704568,Entire Home/Apt,266.0,2,12,0.49,2,29,Austin
973880639251865473,12628034,78723,30.30811,-97.70125,Entire Home/Apt,121.0,2,93,4.03,3,236,Austin
973897159428898174,529076958,78749,30.21316,-97.84264,Entire Home/Apt,364.0,2,72,2.95,1,160,Austin
973904167369197808,535646876,78723,30.30949,-97.70398,Entire Home/Apt,186.0,2,19,0.77,2,24,Austin
973969423460511272,66481721,78727,30.42,-97.69524,Private Room,55.0,29,4,0.17,3,78,Austin
973991003855496756,139896556,78734,30.37491,-97.91982,Entire Home/Apt,179.0,1,78,3.19,14,338,Austin
973998173910148644,434114970,78702,30.25625,-97.71688,Entire Home/Apt,288.0,1,53,2.26,1,83,Austin
974214296725474594,8142327,78701,30.2705715,-97.7490675,Entire Home/Apt,310.0,2,17,0.73,1,55,Austin
974685873744188974,85719971,78744,30.15218,-97.71916,Entire Home/Apt,73.0,2,114,4.65,1,250,Austin
974696826469181909,26066438,78737,30.23204,-97.98095,Entire Home/Apt,237.0,2,26,1.13,3,338,Austin
974712064299290750,535852034,78749,30.204553268843583,-97.84796778543132,Entire Home/Apt,333.0,3,41,2.03,1,358,Austin
974816043041109543,95139463,78701,30.274073494607983,-97.7460740927285,Private Room,83.0,30,3,0.12,11,164,Austin
974917930198728065,527866424,78729,30.470698261264328,-97.77903835421878,Entire Home/Apt,171.0,2,68,2.87,1,174,Austin
975354997843608134,30787515,78701,30.27072,-97.74766,Entire Home/Apt,223.0,2,3,0.13,15,2,Austin
975372427607545640,30225950,78701,30.257444797998296,-97.73965259611784,Entire Home/Apt,271.0,2,29,1.24,37,331,Austin
975402122988765349,30787515,78701,30.27255981971725,-97.74711204234328,Entire Home/Apt,227.0,2,1,0.04,15,11,Austin
975405816363594973,30225950,78701,30.25756,-97.73947,Entire Home/Apt,205.0,2,5,0.2,37,352,Austin
975448909455244713,30225950,78701,30.25574,-97.73945,Entire Home/Apt,183.0,2,30,1.24,37,331,Austin
975462460219449345,37828989,78722,30.2820721,-97.7174317,Entire Home/Apt,97.0,2,74,3.09,3,104,Austin
975520169460860297,108616979,78758,30.380575429876693,-97.7012149242174,Entire Home/Apt,200.0,30,10,0.43,2,339,Austin
975608623790321789,536058674,78703,30.2744997,-97.7557527,Entire Home/Apt,111.0,2,46,1.98,1,228,Austin
975644253825247934,22023978,78745,30.221055532314598,-97.79536850624233,Entire Home/Apt,465.0,3,7,0.3,1,162,Austin
975691198395626815,515122847,78723,30.31432888718248,-97.69805539580076,Entire Home/Apt,155.0,2,39,1.63,1,288,Austin
976014161068147126,18818455,78736,30.24618,-97.99154,Entire Home/Apt,170.0,1,52,2.7,1,169,Austin
976373861939249401,186814098,78744,30.14616,-97.72172,Entire Home/Apt,72.0,2,62,2.57,1,124,Austin
976379518756852126,292849645,78725,30.26138956143516,-97.6717638877004,Private Room,45.0,4,3,0.13,5,262,Austin
976793150149296479,4218754,78704,30.25885873620317,-97.76738021657272,Entire Home/Apt,341.0,3,17,0.73,3,126,Austin
976820442315541146,486232518,78758,30.37826978510303,-97.71247207951636,Entire Home/Apt,68.0,30,7,0.32,7,276,Austin
976941060807970873,124439158,78752,30.33778,-97.70481,Private Room,36.0,30,7,0.31,1,231,Austin
977465856324652171,25273666,78756,30.3241808,-97.7419037,Entire Home/Apt,109.0,2,45,1.98,1,155,Austin
977479875902580121,18446113,78721,30.27023,-97.69343,Entire Home/Apt,78.0,2,41,1.68,1,139,Austin
977557701622110945,424861957,78737,30.2128176,-97.9839542,Entire Home/Apt,137.0,2,48,2.03,1,229,Austin
977707622800236955,157063459,78748,30.175669897294288,-97.82870126314472,Entire Home/Apt,172.0,1,43,1.98,1,64,Austin
977707763581153760,97520163,78745,30.22117,-97.77714,Entire Home/Apt,119.0,2,26,1.1,2,156,Austin
977875162918505761,13391539,78703,30.2775914,-97.7547858,Entire Home/Apt,218.0,1,4,0.21,5,166,Austin
978096155589139387,18846025,78741,30.233815455937084,-97.6986923115453,Entire Home/Apt,180.0,1,10,0.49,1,264,Austin
978163030273310017,167815701,78746,30.27821,-97.82164,Entire Home/Apt,111.0,1,22,0.94,1,74,Austin
978184624580256843,7363313,78754,30.3626,-97.65908,Entire Home/Apt,164.0,30,10,0.44,11,180,Austin
978222936585115160,36227335,78756,30.31846352901437,-97.74362775207274,Entire Home/Apt,114.0,2,14,0.75,1,160,Austin
978338895483335834,20370350,78702,30.26382473342656,-97.70072140118867,Entire Home/Apt,230.0,1,68,2.81,2,264,Austin
978362603986870331,473009940,78722,30.2929,-97.71749,Entire Home/Apt,506.0,2,51,2.15,1,234,Austin
978369129441451005,536665609,78705,30.29677,-97.73571,Entire Home/Apt,143.0,1,77,3.39,1,332,Austin
978631457017700299,8478699,78722,30.2913001764166,-97.71996250036804,Entire Home/Apt,136.0,4,26,1.13,3,7,Austin
978885192069940196,299164532,78704,30.231271541231436,-97.77770441025496,Entire Home/Apt,203.0,30,7,0.3,1,213,Austin
978916552900280498,536522081,78751,30.31261,-97.73017,Entire Home/Apt,83.0,2,31,1.28,3,118,Austin
978916827554377944,536522081,78751,30.31261,-97.73017,Entire Home/Apt,81.0,2,38,1.63,3,165,Austin
978930895260393610,37828989,78702,30.2652371,-97.7141122,Entire Home/Apt,119.0,2,94,3.85,3,117,Austin
979014768261622454,536813118,78729,30.44973,-97.75106,Entire Home/Apt,354.0,2,0,0.0,1,87,Austin
979679752224609466,13391539,78703,30.2775914,-97.7547858,Private Room,185.0,1,5,0.21,5,146,Austin
979688191395461758,447606169,78745,30.22529,-97.78529,Entire Home/Apt,85.0,1,31,1.31,40,292,Austin
979698145262468534,13391539,78703,30.2775914,-97.7547858,Private Room,167.0,1,19,0.78,5,208,Austin
979712885008731358,13391539,78703,30.277591525881007,-97.75478594005108,Private Room,198.0,1,3,0.12,5,136,Austin
979719076617249675,102422528,78702,30.2675552,-97.7206164,Entire Home/Apt,360.0,1,20,0.86,1,343,Austin
979771283033082004,457325487,78757,30.34688879101857,-97.7155637738637,Entire Home/Apt,126.0,21,3,0.14,4,163,Austin
